co,villavicencio,Villavicencio,19,321721.0,4.142002,-73.626645
co,yumbo,Yumbo,29,71438.0,3.582335,-76.491455
co,zipaquira,Zipaquirá,33,91237.0,5.022079,-74.004812
cr,san jose,San José,08,335056.0,9.933333,-84.083333
cu,bayamo,Bayamo,09,192641.0,20.3791667,-76.6433333
cu,camaguey,Camagüey,05,347572.0,21.380833300000003,-77.9169444
cu,cardenas,Cárdenas,03,98519.0,23.0375,-81.2047222
cu,ciego de avila,Ciego de Ávila,07,142032.0,21.84,-78.7619444
cu,cienfuegos,Cienfuegos,08,186648.0,22.1461111,-80.4355556
cu,contramaestre,Contramaestre,15,70441.0,20.297777800000002,-76.2413889
cu,guantanamo,Guantánamo,10,272808.0,20.144444399999998,-75.2091667
cu,holguin,Holguín,12,319114.0,20.887222199999997,-76.2630556
cu,las tunas,Las Tunas,13,203690.0,20.9616667,-76.95111109999999
cu,manzanillo,Manzanillo,09,128194.0,20.3433333,-77.1166667
cu,matanzas,Matanzas,03,146738.0,23.041111100000002,-81.5775
cu,mayari,Mayarí,12,83631.0,20.654166699999998,-75.6819444
cu,moa,Moa,12,92885.0,20.6569444,-74.94027779999999
cu,palma soriano,Palma Soriano,15,102830.0,20.2172222,-75.99888890000001
cu,pinar del rio,Pinar del Río,01,186997.0,22.4175,-83.6980556
cu,puerto padre,Puerto Padre,13,76841.0,21.195,-76.6027778
cu,sancti spiritus,Sancti Spíritus,14,127073.0,21.929722199999997,-79.4425
cu,santa clara,Santa Clara,16,250518.0,22.1666667,-79.7666667
cu,santiago de cuba,Santiago de Cuba,15,555878.0,20.0247222,-75.8219444
do,barahona,Barahona,03,77161.0,18.2,-71.1
do,bonao,Bonao,31,73273.0,18.9333333,-70.41666670000001
do,higuey,Higüey,10,123803.0,18.6166667,-68.7
do,la romana,La Romana,12,208439.0,18.4166667,-68.9666667
do,la vega,La Vega,30,102431.0,19.216666699999998,-70.5166667
do,puerto plata,Puerto Plata,18,119908.0,19.8,-70.6833333
do,san cristobal,San Cristóbal,33,154045.0,18.4166667,-70.1
do,san francisco de macoris,San Francisco de Macorís,06,124772.0,19.3,-70.25
do,san juan de la maguana,San Juan de la Maguana,23,72952.0,18.8,-71.2333333
do,san pedro de macoris,San Pedro de Macorís,24,217901.0,18.45,-69.3
do,santiago,Santiago,25,555911.0,19.45,-70.7
do,santo domingo,Santo Domingo,05,2202016.0,18.466666699999998,-69.9
fr,aix-en-provence,Aix-en-Provence,B8,142133.0,43.528695,5.448791
fr,amiens,Amiens,B6,138816.0,49.9,2.3
fr,angers,Angers,B5,158585.0,47.473806,-0.54774
fr,antibes,Antibes,B8,75311.0,43.562407,7.127766
fr,argenteuil,Argenteuil,A8,95075.0,48.939396,2.2367
fr,aulnay-sous-bois,Aulnay-sous-Bois,A8,79622.0,48.938138,2.494022
fr,avignon,Avignon,B8,85848.0,43.945403999999996,4.810226
fr,besancon,Besançon,A6,120139.0,47.248778,6.018152
fr,bordeaux,Bordeaux,97,219311.0,44.840439,-0.5805
fr,boulogne-billancourt,Boulogne-Billancourt,A8,109765.0,48.835684,2.2473419999999997
fr,bourges,Bourges,A3,71500.0,47.083333,2.4
fr,brest,Brest,A2,150554.0,48.390756,-4.486165
fr,caen,Caen,99,115358.0,49.197188,-0.326822
fr,calais,Calais,B4,79010.0,50.951240999999996,1.8589900000000001
fr,champigny-sur-marne,Champigny-sur-Marne,A8,71985.0,48.81642,2.493656
fr,clermont-ferrand,Clermont-Ferrand,98,137364.0,45.779657,3.086281
fr,colombes,Colombes,A8,76209.0,48.918824,2.254044
fr,courbevoie,Courbevoie,A8,70896.0,48.897,2.2564
fr,creteil,Créteil,A8,84133.0,48.792660999999995,2.465694
fr,dijon,Dijon,A1,153692.0,47.316666999999995,5.016667
fr,dunkirk,Dunkirk,B4,71740.0,51.05,2.3666669999999996
fr,grenoble,Grenoble,B9,154853.0,45.171546,5.722387
fr,la rochelle,La Rochelle,B7,80406.0,46.166667,-1.15
fr,le havre,Le Havre,A7,188605.0,49.5,0.13333299999999998
fr,le mans,Le Mans,B5,147413.0,48.000386,0.204709
fr,lille,Lille,B4,189746.0,50.632971000000005,3.058585
fr,limoges,Limoges,B1,134549.0,45.831534000000005,1.2578049999999998
fr,lyon,Lyon,B9,463700.0,45.748457,4.846711
fr,marseille,Marseille,B8,792823.0,43.285413,5.37606
fr,metz,Metz,B2,128021.0,49.115460999999996,6.175875
fr,montpellier,Montpellier,A9,238887.0,43.61092,3.8772300000000004
fr,montreuil,Montreuil,A8,89125.0,48.864151,2.443218
fr,mulhouse,Mulhouse,C1,111972.0,47.738082,7.347932000000001
fr,nancy,Nancy,B2,106857.0,48.69211,6.187755999999999
fr,nanterre,Nanterre,A8,84448.0,48.891373,2.20027
fr,nantes,Nantes,B5,284677.0,47.216509,-1.5523790000000002
fr,nice,Nice,B8,341621.0,43.713644,7.259519999999999
fr,nimes,Nîmes,A9,137532.0,43.833778,4.359623
fr,orleans,Orléans,A3,118190.0,47.902891,1.9038869999999999
fr,paris,Paris,A8,2110694.0,48.866667,2.333333
fr,pau,Pau,97,77475.0,43.299999,-0.366667
fr,perpignan,Perpignan,A9,104783.0,42.696172,2.897098
fr,poitiers,Poitiers,B7,86639.0,46.583333,0.333333
fr,reims,Reims,A4,192688.0,49.25,4.033333
fr,rennes,Rennes,A2,213334.0,48.111981,-1.674291
fr,roubaix,Roubaix,B4,96806.0,50.694207,3.174556
fr,rouen,Rouen,A7,108101.0,49.433333000000005,1.083333
fr,rueil-malmaison,Rueil-Malmaison,A8,78645.0,48.876503,2.189666
fr,saint-denis,Saint-Denis,A8,84027.0,48.934172,2.354805
fr,saint-etienne,Saint-Étienne,B9,170416.0,45.435382000000004,4.391051
fr,saint-maur-des-fosses,Saint-Maur-des-Fossés,A8,71267.0,48.793945,2.493233
fr,strasbourg,Strasbourg,C1,273506.0,48.600381,7.787355000000001
fr,toulon,Toulon,B8,154465.0,43.117705,5.941712
fr,toulouse,Toulouse,B3,411145.0,43.599515999999994,1.433188
fr,tourcoing,Tourcoing,B4,93835.0,50.723907000000004,3.161168
fr,tours,Tours,A3,135143.0,47.394836,0.7039770000000001
fr,versailles,Versailles,A8,85134.0,48.803593,2.134236
fr,villeurbanne,Villeurbanne,B9,126230.0,45.765502000000005,4.875522
fr,vitry-sur-seine,Vitry-sur-Seine,A8,77035.0,48.787159,2.403322
gt,amatitlan,Amatitlán,07,70357.0,14.4875,-90.615278
gt,chichicastenango,Chichicastenango,14,77861.0,14.933333,-91.116667
gt,chimaltenango,Chimaltenango,03,80680.0,14.668610999999999,-90.81666700000001
gt,chinautla,Chinautla,07,94508.0,14.708332999999998,-90.499444
gt,escuintla,Escuintla,06,101047.0,14.305,-90.785
gt,guatemala city,Guatemala City,07,973208.0,14.621110999999999,-90.526944
gt,guatemala,Guatemala,07,973208.0,14.621110999999999,-90.526944
gt,huehuetenango,Huehuetenango,08,77797.0,15.319722,-91.470833
gt,mixco,Mixco,07,460576.0,14.633332999999999,-90.60638900000001
gt,petapa,Petapa,07,137839.0,14.502778,-90.55166700000001
gt,quetzaltenango,Quetzaltenango,13,132231.0,14.833332999999998,-91.516667
gt,san juan sacatepequez,San Juan Sacatepéquez,07,133613.0,14.718889,-90.64416700000001
gt,villa canales,Villa Canales,07,119084.0,14.481389000000002,-90.531667
gt,villa nueva,Villa Nueva,07,397158.0,14.526944,-90.5875
gy,georgetown,Georgetown,12,235017.0,6.8,-58.1666667
hn,choloma,Choloma,06,139117.0,15.616666699999998,-87.95
hn,choluteca,Choluteca,02,75880.0,13.300277800000002,-87.1908333
hn,el progreso,El Progreso,18,100821.0,15.4,-87.8
hn,la ceiba,La Ceiba,01,130230.0,15.7833333,-86.8
hn,san pedro sula,San Pedro Sula,06,489506.0,15.5,-88.0333333
hn,tegucigalpa,Tegucigalpa,08,850961.0,14.1,-87.2166667
ht,cap-haitien,Cap-Haïtien,09,134823.0,19.757777800000003,-72.2041667
ht,carrefour,Carrefour,11,439590.0,18.5383333,-72.4122222
ht,delmas,Delmas,11,377194.0,18.5447222,-72.30277779999999
ht,gonaives,Gonaïves,06,84966.0,19.45,-72.6833333
ht,petionville,Pétionville,11,108235.0,18.5125,-72.28527779999999
ht,port-au-prince,Port-au-Prince,11,1234750.0,18.5391667,-72.335
jm,kingston,Kingston,08,583999.0,18.0,-76.8
jm,montego bay,Montego Bay,12,82868.0,18.466666699999998,-77.91666670000001
jm,portmore,Portmore,10,102865.0,17.966666699999998,-76.8666667
jm,spanish town,Spanish Town,10,145024.0,17.9833333,-76.95
mq,fort-de-france,Fort-de-France,00,89997.0,14.6,-61.0833333
mx,acapulco,Acapulco,12,652160.0,16.85,-99.916667
mx,acuna,Acuña,07,144703.0,29.3,-100.916667
mx,aguascalientes,Aguascalientes,01,658193.0,21.883333,-102.3
mx,apatzingan,Apatzingan,16,98426.0,19.083333,-102.35
mx,apodaca,Apodaca,19,352246.0,25.766667,-100.2
mx,atlixco,Atlixco,21,85894.0,18.966667,-98.466667
mx,campeche,Campeche,04,205221.0,19.85,-90.533333
mx,cancun,Cancún,23,542156.0,21.166667,-86.833333
mx,cardenas,Cárdenas,27,85354.0,17.983333,-93.366667
mx,carmen,Carmen,04,141315.0,18.633333,-91.833333
mx,celaya,Celaya,11,305913.0,20.516667,-100.81666700000001
mx,chalco,Chalco,15,164003.0,19.266667,-98.9
mx,chetumal,Chetumal,23,134464.0,18.5,-88.3
mx,chicoloapan,Chicoloapan,15,84444.0,19.416667,-98.9
mx,chihuahua,Chihuahua,06,708292.0,28.633333,-106.08333300000001
mx,chilpancingo,Chilpancingo,12,165257.0,17.55,-99.5
mx,chimalhuacan,Chimalhuacán,15,590165.0,19.416667,-98.9
mx,cholula,Cholula,21,79793.0,19.066667000000002,-98.3
mx,ciudad valles,Ciudad Valles,24,109508.0,21.983333,-99.016667
mx,coacalco,Coacalco,15,313419.0,19.631667,-99.11027800000001
mx,coatzacoalcos,Coatzacoalcos,30,230727.0,18.15,-94.416667
mx,colima,Colima,08,127239.0,19.233333,-103.716667
mx,comitan,Comitan,05,79947.0,16.25,-92.133333
mx,cordoba,Córdoba,30,134409.0,18.883333,-96.93333299999999
mx,cozumel,Cozumel,23,73938.0,20.508333,-86.945833
mx,cuauhtemoc,Cuauhtémoc,06,90839.0,28.416666999999997,-106.86666699999999
mx,cuautitlan,Cuautitlán,15,84741.0,19.671111,-99.182778
mx,cuautitlan izcalli,Cuautitlán Izcalli,15,475199.0,19.646944,-99.246667
mx,cuautla,Cuautla,17,146186.0,18.8,-98.95
mx,cuernavaca,Cuernavaca,17,343785.0,18.916667,-99.25
mx,culiacan,Culiacán,25,582489.0,24.799444,-107.38972199999999
mx,delicias,Delicias,06,102974.0,28.2,-105.5
mx,durango,Durango,10,457154.0,24.033333,-104.666667
mx,ecatepec,Ecatepec,15,1806297.0,19.601111,-99.0525
mx,el mante,El Mante,28,79985.0,22.733333,-98.966667
mx,ensenada,Ensenada,02,256577.0,31.866667,-116.61666699999999
mx,fresnillo,Fresnillo,32,105492.0,23.166667,-102.883333
mx,garza garcia,Garza García,19,130652.0,25.666667,-100.4
mx,general escobedo,General Escobedo,19,308284.0,25.816667000000002,-100.333333
mx,gomez palacio,Gómez Palacio,10,228585.0,25.566667000000002,-103.5
mx,guadalajara,Guadalajara,14,1640649.0,20.666667,-103.333333
mx,guadalupe,Guadalupe,19,724949.0,25.683332999999998,-100.25
mx,guadalupe,Guadalupe,32,94110.0,22.75,-102.516667
mx,guanajuato,Guanajuato,11,78368.0,21.016667,-101.25
mx,guaymas,Guaymas,26,103454.0,27.933333,-110.9
mx,hermosillo,Hermosillo,26,595833.0,29.066667,-110.96666699999999
mx,huixquilucan,Huixquilucan,15,124852.0,19.360278,-99.351389
mx,iguala,Iguala,12,112111.0,18.35,-99.533333
mx,irapuato,Irapuato,11,339568.0,20.683332999999998,-101.35
mx,ixtapaluca,Ixtapaluca,15,351015.0,19.316667000000002,-98.883333
mx,jiutepec,Jiutepec,17,166340.0,18.866667,-99.18333299999999
mx,juarez,Juarez,15,1403025.0,31.733333000000002,-106.483333
mx,lagos de moreno,Lagos de Moreno,14,84681.0,21.35,-101.916667
mx,la paz,La Paz,03,171490.0,24.166667,-110.3
mx,la piedad,La Piedad,16,70241.0,20.35,-102.0
mx,lazaro cardenas,Lázaro Cárdenas,16,84005.0,17.958333,-102.2
mx,leon,León,11,1114662.0,21.116667,-101.666667
mx,lopez mateos,López Mateos,15,521056.0,19.558332999999998,-99.26138900000001
mx,los mochis,Los Mochis,25,214610.0,25.766667,-108.96666699999999
mx,los reyes,Los Reyes,15,251179.0,19.35,-98.966667
mx,manzanillo,Manzanillo,08,110738.0,19.05,-104.333333
mx,matamoros,Matamoros,28,435159.0,25.883333,-97.5
mx,mazatlan,Mazatlán,25,354730.0,23.216667,-106.41666699999999
mx,merida,Mérida,31,717196.0,20.966667,-89.616667
mx,metepec,Metepec,15,172990.0,19.253611,-99.607778
mx,mexicali,Mexicali,02,597124.0,32.651944,-115.468333
mx,mexico,Mexico,09,8720916.0,19.434167000000002,-99.138611
mx,minatitlan,Minatitlán,30,150902.0,17.983333,-94.516667
mx,monclova,Monclova,07,195772.0,26.9,-101.416667
mx,monterrey,Monterrey,19,1122912.0,25.666667,-100.31666700000001
mx,morelia,Morelia,16,592820.0,19.7,-101.116667
mx,naucalpan,Naucalpan,15,846222.0,19.479444,-99.238333
mx,nezahualcoyotl,Nezahualcóyotl,15,1232565.0,19.413611,-99.033056
mx,nicolas romero,Nicolás Romero,15,245394.0,19.621944,-99.313056
mx,nogales,Nogales,26,185890.0,31.333333000000003,-110.933333
mx,nuevo laredo,Nuevo Laredo,28,349562.0,27.5,-99.516667
mx,oaxaca,Oaxaca,20,262574.0,17.05,-96.716667
mx,obregon,Obregon,26,258174.0,27.483333000000002,-109.933333
mx,ocotlan,Ocotlán,14,81531.0,20.35,-102.766667
mx,orizaba,Orizaba,30,121353.0,18.85,-97.1
mx,pachuca,Pachuca,13,319593.0,20.116667,-98.733333
mx,piedras negras,Piedras Negras,07,139624.0,28.7,-100.516667
mx,puebla,Puebla,21,1392137.0,19.05,-98.2
mx,puerto vallarta,Puerto Vallarta,14,187143.0,20.616667,-105.25
mx,queretaro,Querétaro,22,611803.0,20.6,-100.383333
mx,reynosa,Reynosa,28,498670.0,26.083333,-98.283333
mx,rio bravo,Río Bravo,28,85485.0,25.983333,-98.1
mx,salamanca,Salamanca,11,138620.0,20.566667000000002,-101.2
mx,salina cruz,Salina Cruz,20,73651.0,16.166667,-95.2
mx,saltillo,Saltillo,07,621270.0,25.416667,-101.0
mx,san juan del rio,San Juan del Río,22,118178.0,20.383333,-100.0
mx,san luis potosi,San Luis Potosí,24,677726.0,22.15,-100.983333
mx,san luis rio colorado,San Luis Río Colorado,26,139261.0,32.463056,-114.77666699999999
mx,san nicolas de los garza,San Nicolás de los Garza,19,507837.0,25.75,-100.3
mx,san pablo de las salinas,San Pablo de las Salinas,15,173565.0,19.665833,-99.096389
mx,santa catarina,Santa Catarina,19,254483.0,25.683332999999998,-100.466667
mx,tampico,Tampico,28,309015.0,22.3,-97.85
mx,tampico,Tampico,30,309015.0,22.216667,-97.85
mx,tapachula,Tapachula,05,197968.0,14.9,-92.283333
mx,tecoman,Tecomán,08,79582.0,18.913889,-103.905556
mx,tehuacan,Tehuacán,21,241437.0,18.45,-97.383333
mx,temixco,Temixco,17,91064.0,18.85,-99.233333
mx,tepatitlan,Tepatitlan,14,83698.0,20.816667000000002,-102.733333
mx,tepic,Tepic,18,280602.0,21.5,-104.9
mx,texcoco,Texcoco,15,115384.0,19.516667,-98.883333
mx,texmelucan,Texmelucan,21,75906.0,19.283333,-98.43333299999999
mx,teziutlan,Teziutlán,21,70822.0,19.816667000000002,-97.35
mx,tijuana,Tijuana,02,1376494.0,32.533333,-117.016667
mx,tlalnepantla,Tlalnepantla,15,715798.0,19.526944,-99.22166700000001
mx,tlaquepaque,Tlaquepaque,14,493667.0,20.65,-103.31666700000001
mx,tlaxcala,Tlaxcala,29,84674.0,19.313889,-98.241667
mx,toluca,Toluca,15,505903.0,19.288332999999998,-99.667222
mx,tonala,Tonalá,14,401616.0,20.616667,-103.233333
mx,torreon,Torreón,07,524084.0,25.55,-103.43333299999999
mx,tulancingo,Tulancingo,13,102388.0,20.083333,-98.366667
mx,tuxtepec,Tuxtepec,20,92124.0,18.1,-96.116667
mx,tuxtla gutierrez,Tuxtla Gutiérrez,05,481143.0,16.75,-93.116667
mx,uruapan,Uruapan,16,237319.0,19.416667,-102.06666700000001
mx,veracruz,Veracruz,30,568336.0,19.2,-96.133333
mx,villa de alvarez,Villa de Alvarez,08,95066.0,19.25,-103.733333
mx,villahermosa,Villahermosa,27,362416.0,17.983333,-92.916667
mx,xalapa,Xalapa,30,425166.0,19.533333,-96.916667
mx,xico,Xico,15,365793.0,19.266667,-98.93333299999999
mx,zacatecas,Zacatecas,32,118566.0,22.783333,-102.583333
mx,zamora,Zamora,16,124922.0,19.983333,-102.266667
mx,zapopan,Zapopan,14,987555.0,20.716667,-103.4
mx,zitacuaro,Zitácuaro,16,78954.0,19.4,-100.366667
ni,chinandega,Chinandega,03,128616.0,12.616666699999998,-87.15
ni,esteli,Estelí,05,91687.0,13.083333300000001,-86.35
ni,granada,Granada,06,92630.0,11.933333300000001,-85.95
ni,leon,León,08,150327.0,12.435555599999999,-86.8794444
ni,managua,Managua,10,1140499.0,12.150833300000002,-86.2683333
ni,masaya,Masaya,11,123474.0,11.9666667,-86.1
ni,matagalpa,Matagalpa,12,79122.0,12.916666699999999,-85.91666670000001
ni,tipitapa,Tipitapa,10,89642.0,12.2005556,-86.09388890000001
pa,arraijan,Arraiján,08,76829.0,8.95,-79.65
pa,colon,Colón,04,76646.0,9.3591667,-79.90138890000001
pa,david,David,02,82863.0,8.433333300000001,-82.4333333
pa,panama,Panamá,08,408188.0,8.9666667,-79.5333333
pa,san miguelito,San Miguelito,08,321516.0,9.0333333,-79.5
pa,tocumen,Tocumen,08,88543.0,9.083333300000001,-79.3833333
sr,paramaribo,Paramaribo,16,220306.0,5.8333333,-55.1666667
sv,apopa,Apopa,10,112157.0,13.807222199999998,-89.1791667
sv,delgado,Delgado,10,71593.0,13.724166699999998,-89.1702778
sv,mejicanos,Mejicanos,10,160319.0,13.740277800000001,-89.2130556
sv,nueva san salvador,Nueva San Salvador,05,124702.0,13.676944400000002,-89.27972220000001
sv,san salvador,San Salvador,10,526013.0,13.7086111,-89.2030556
sv,santa ana,Santa Ana,11,176671.0,13.9941667,-89.55972220000001
sv,soyapango,Soyapango,10,329704.0,13.734722199999998,-89.15138890000001
tt,chaguanas,Chaguanas,02,72158.0,10.516666699999998,-61.4166667
us,birmingham,Birmingham,AL,231621.0,33.5205556,-86.8025
us,huntsville,Huntsville,AL,167528.0,34.730277799999996,-86.5861111
us,mobile,Mobile,AL,190274.0,30.6941667,-88.0430556
us,montgomery,Montgomery,AL,198325.0,32.3666667,-86.3
us,tuscaloosa,Tuscaloosa,AL,79816.0,33.2097222,-87.5691667
us,anchorage,Anchorage,AK,276263.0,61.2180556,-149.90027780000003
us,casas adobes,Casas Adobes,AZ,77904.0,32.3233333,-110.99444440000002
us,catalina foothills,Catalina Foothills,AZ,71589.0,32.2977778,-110.91805559999999
us,chandler,Chandler,AZ,234297.0,33.3061111,-111.84055559999999
us,gilbert,Gilbert,AZ,170829.0,33.3527778,-111.78833329999999
us,glendale,Glendale,AZ,240112.0,33.538611100000004,-112.1852778
us,mesa,Mesa,AZ,449878.0,33.4222222,-111.8219444
us,peoria,Peoria,AZ,139368.0,33.580555600000004,-112.23666670000001
us,phoenix,Phoenix,AZ,1428509.0,33.4483333,-112.07333329999999
us,scottsdale,Scottsdale,AZ,225796.0,33.5091667,-111.89833329999999
us,tempe,Tempe,AZ,158368.0,33.4147222,-111.9086111
us,tucson,Tucson,AZ,518907.0,32.2216667,-110.9258333
us,yuma,Yuma,AZ,84316.0,32.7252778,-114.6236111
us,fort smith,Fort Smith,AR,81985.0,35.3858333,-94.3983333
us,little rock,Little Rock,AR,184217.0,34.7463889,-92.28944440000001
us,alameda,Alameda,CA,70443.0,37.7652778,-122.2405556
us,alhambra,Alhambra,CA,88386.0,34.0952778,-118.1261111
us,anaheim,Anaheim,CA,333689.0,33.8352778,-117.9136111
us,antioch,Antioch,CA,106038.0,38.005,-121.8047222
us,bakersfield,Bakersfield,CA,291389.0,35.3733333,-119.01777779999999
us,baldwin park,Baldwin Park,CA,80566.0,34.0852778,-117.96
us,bellflower,Bellflower,CA,75847.0,33.881666700000004,-118.1161111
us,berkeley,Berkeley,CA,100158.0,37.8716667,-122.27166670000001
us,buena park,Buena Park,CA,79157.0,33.8675,-117.99722220000001
us,burbank,Burbank,CA,104690.0,34.180833299999996,-118.30805559999999
us,carlsbad,Carlsbad,CA,91070.0,33.158055600000004,-117.3497222
us,carson,Carson,CA,95767.0,33.83138889999999,-118.2811111
us,chico,Chico,CA,70565.0,39.7286111,-121.8363889
us,chino,Chino,CA,75494.0,34.012222200000004,-117.68805559999998
us,chino hills,Chino Hills,CA,78211.0,33.8936111,-117.7263889
us,chula vista,Chula Vista,CA,213032.0,32.64,-117.08333329999999
us,citrus heights,Citrus Heights,CA,89430.0,38.707222200000004,-121.28
us,clovis,Clovis,CA,86324.0,36.8252778,-119.70194440000002
us,compton,Compton,CA,96749.0,33.8958333,-118.21916670000002
us,concord,Concord,CA,125626.0,37.978055600000005,-122.03
us,corona,Corona,CA,152954.0,33.8752778,-117.56555559999998
us,costa mesa,Costa Mesa,CA,109250.0,33.6411111,-117.9177778
us,daly city,Daly City,CA,98959.0,37.7058333,-122.46083329999999
us,downey,Downey,CA,111862.0,33.94,-118.13166670000001
us,east los angeles,East Los Angeles,CA,125157.0,34.023888899999996,-118.1711111
us,el cajon,El Cajon,CA,94807.0,32.7947222,-116.96166670000001
us,el monte,El Monte,CA,125372.0,34.068611100000005,-118.0266667
us,elk grove,Elk Grove,CA,94497.0,38.408888899999994,-121.37055559999999
us,escondido,Escondido,CA,137119.0,33.1191667,-117.08555559999999
us,fairfield,Fairfield,CA,105741.0,38.249444399999994,-122.0388889
